Date,Price,Open,High,Low,Vol.,Change %
2018-04-09,1336.24,1333.14,1338.36,1326.98,,0.23%
2018-04-06,1333.20,1326.38,1335.59,1321.47,,0.50%
2018-04-05,1326.55,1333.02,1335.29,1322.80,,-0.51%
2018-04-04,1333.35,1332.82,1348.45,1331.59,,0.04%
2018-04-03,1332.83,1340.69,1342.87,1329.18,,-0.64%
2018-04-02,1341.35,1326.20,1345.26,1324.90,,1.23%
2018-03-29,1325.00,1325.41,1329.32,1322.21,,0.00%
2018-03-28,1324.99,1345.74,1347.39,1323.59,,-1.47%
2018-03-27,1344.71,1353.51,1357.06,1340.16,,-0.65%
2018-03-26,1353.46,1347.91,1356.37,1343.55,,0.46%
2018-03-23,1347.22,1329.17,1350.66,1329.17,,1.37%
2018-03-22,1328.95,1332.15,1335.23,1324.88,,-0.24%
2018-03-21,1332.17,1311.28,1336.96,1309.98,,1.60%
2018-03-20,1311.21,1317.00,1318.66,1307.31,,-0.44%
2018-03-19,1316.94,1313.94,1320.07,1307.89,,0.22%
2018-03-16,1314.00,1317.11,1322.67,1310.31,,-0.17%
2018-03-15,1316.26,1324.39,1328.16,1315.05,,-0.66%
2018-03-14,1325.00,1326.42,1330.42,1321.91,,-0.10%
2018-03-13,1326.39,1322.81,1328.66,1316.79,,0.25%
2018-03-12,1323.05,1323.69,1324.67,1315.39,,-0.05%
2018-03-09,1323.70,1322.32,1325.15,1313.05,,0.10%
2018-03-08,1322.35,1325.84,1329.39,1319.19,,-0.24%
2018-03-07,1325.54,1334.50,1340.47,1321.95,,-0.67%
2018-03-06,1334.46,1320.36,1338.89,1319.91,,1.09%
2018-03-05,1320.01,1323.75,1327.92,1317.26,,-0.17%
2018-03-02,1322.20,1316.51,1325.51,1314.93,,0.43%
2018-03-01,1316.55,1318.53,1321.30,1302.99,,-0.11%
2018-02-28,1318.05,1318.53,1322.82,1315.80,,-0.01%
2018-02-27,1318.20,1333.13,1336.74,1313.32,,-1.12%
2018-02-26,1333.16,1327.56,1340.91,1326.42,,0.32%
2018-02-23,1328.94,1331.80,1332.23,1325.58,,-0.19%
2018-02-22,1331.51,1323.93,1332.20,1320.69,,0.55%
2018-02-21,1324.26,1329.82,1336.58,1322.60,,-0.39%
2018-02-20,1329.49,1346.74,1348.21,1328.22,,-1.28%
2018-02-19,1346.69,1347.50,1351.35,1345.99,,-0.09%
2018-02-16,1347.86,1353.29,1361.84,1344.78,,-0.40%
2018-02-15,1353.30,1350.78,1357.18,1348.41,,0.19%
2018-02-14,1350.76,1329.53,1355.57,1319.42,,1.60%
2018-02-13,1329.55,1322.29,1330.96,1321.39,,0.50%
2018-02-12,1322.88,1315.04,1326.20,1314.11,,0.47%
2018-02-09,1316.69,1318.87,1322.71,1311.06,,-0.17%
2018-02-08,1318.97,1318.61,1322.17,1306.90,,0.04%
2018-02-07,1318.49,1325.16,1332.49,1312.05,,-0.49%
2018-02-06,1325.02,1339.68,1346.08,1320.04,,-1.09%
2018-02-05,1339.60,1332.32,1341.70,1328.88,,0.50%
2018-02-02,1332.98,1349.16,1350.12,1327.21,,-1.20%
2018-02-01,1349.19,1345.40,1351.42,1337.30,,0.30%
2018-01-31,1345.10,1338.87,1347.93,1332.70,,0.49%
2018-01-30,1338.55,1340.67,1349.12,1334.48,,-0.13%
2018-01-29,1340.35,1350.07,1352.65,1337.74,,-0.73%
2018-01-26,1350.14,1348.36,1357.39,1344.38,,0.16%
2018-01-25,1348.05,1358.48,1366.47,1343.10,,-0.74%
2018-01-24,1358.15,1341.45,1361.88,1339.27,,1.25%
2018-01-23,1341.39,1334.45,1342.22,1331.54,,0.55%
2018-01-22,1334.11,1334.88,1336.04,1328.71,,0.17%
2018-01-19,1331.80,1327.49,1338.37,1326.46,,0.35%
2018-01-18,1327.19,1327.75,1333.14,1323.79,,-0.04%
2018-01-17,1327.73,1338.29,1343.99,1326.73,,-0.81%
2018-01-16,1338.61,1340.06,1342.35,1331.73,,-0.12%
2018-01-15,1340.16,1337.05,1344.93,1336.14,,0.13%
2018-01-12,1338.40,1322.82,1339.40,1321.16,,1.21%
2018-01-11,1322.42,1316.89,1323.98,1315.49,,0.40%
2018-01-10,1317.19,1313.28,1326.94,1308.29,,0.35%
2018-01-09,1312.66,1320.63,1320.68,1308.80,,-0.60%
2018-01-08,1320.58,1320.04,1322.22,1314.97,,0.03%
2018-01-05,1320.21,1323.50,1323.83,1313.81,,-0.21%
2018-01-04,1322.97,1312.53,1325.92,1305.67,,0.77%
2018-01-03,1312.84,1318.16,1321.40,1307.16,,-0.40%
2018-01-02,1318.14,1302.55,1318.98,1302.51,,0.86%
2018-01-01,1306.86,1303.43,1307.72,1302.43,,0.33%
2017-12-29,1302.55,1294.85,1307.69,1293.59,,0.60%
2017-12-28,1294.84,1287.31,1295.30,1286.66,,0.58%
2017-12-27,1287.41,1283.64,1289.40,1281.46,,0.32%
2017-12-26,1283.29,1274.91,1283.77,1273.25,,0.63%
2017-12-25,1275.24,1275.24,1275.24,1275.24,,0.02%
2017-12-22,1275.01,1267.12,1276.38,1265.10,,0.65%
2017-12-21,1266.76,1265.62,1268.97,1263.02,,0.09%
2017-12-20,1265.62,1261.69,1267.84,1261.23,,0.31%
2017-12-19,1261.72,1261.70,1265.26,1258.97,,0.00%
2017-12-18,1261.69,1253.79,1264.37,1252.68,,0.51%
2017-12-15,1255.26,1252.83,1261.89,1251.94,,0.19%
2017-12-14,1252.85,1255.54,1259.18,1249.92,,-0.21%
2017-12-13,1255.45,1243.88,1256.95,1240.06,,0.93%
2017-12-12,1243.85,1242.25,1246.62,1236.31,,0.15%
2017-12-11,1241.96,1247.28,1251.67,1240.19,,-0.50%
2017-12-08,1248.14,1247.34,1252.66,1244.34,,0.12%
2017-12-07,1246.70,1264.26,1264.82,1244.11,,-1.36%
2017-12-06,1263.94,1266.62,1269.32,1262.39,,-0.21%
2017-12-05,1266.55,1276.54,1277.41,1261.11,,-0.76%
2017-12-04,1276.23,1272.93,1277.24,1271.80,,-0.31%
2017-12-01,1280.26,1274.29,1289.58,1271.58,,0.43%
2017-11-30,1274.76,1283.88,1285.70,1270.51,,-0.69%
2017-11-29,1283.57,1293.90,1296.75,1281.98,,-0.81%
2017-11-28,1294.01,1294.85,1297.74,1291.01,,-0.04%
2017-11-27,1294.50,1288.57,1299.20,1286.47,,0.49%
2017-11-24,1288.22,1291.51,1293.61,1286.15,,-0.23%
2017-11-23,1291.25,1292.40,1293.46,1287.46,,-0.07%
2017-11-22,1292.12,1280.38,1294.75,1278.77,,0.91%
2017-11-21,1280.48,1276.70,1284.87,1276.08,,0.30%
2017-11-20,1276.70,1292.68,1294.80,1274.92,,-1.37%
2017-11-17,1294.37,1278.44,1297.04,1277.94,,1.24%
2017-11-16,1278.47,1278.47,1281.60,1274.98,,-0.03%
2017-11-15,1278.80,1281.00,1289.47,1277.04,,-0.15%
2017-11-14,1280.71,1278.17,1283.68,1270.64,,0.21%
2017-11-13,1277.99,1275.16,1280.22,1274.29,,0.14%
2017-11-10,1276.14,1285.21,1287.16,1273.33,,-0.71%
2017-11-09,1285.30,1281.62,1288.72,1280.09,,0.31%
2017-11-08,1281.30,1275.85,1287.52,1275.23,,0.45%
2017-11-07,1275.53,1281.82,1281.97,1271.68,,-0.47%
2017-11-06,1281.55,1269.49,1283.01,1266.05,,0.92%
2017-11-03,1269.85,1276.80,1279.74,1265.55,,-0.48%
2017-11-02,1275.99,1274.91,1284.49,1273.64,,0.13%
2017-11-01,1274.39,1270.88,1281.25,1267.98,,0.22%
2017-10-31,1271.58,1276.29,1278.36,1268.01,,-0.37%
2017-10-30,1276.24,1273.59,1279.29,1268.80,,0.23%
2017-10-27,1273.35,1268.07,1274.80,1264.10,,0.49%
2017-10-26,1267.11,1277.56,1282.80,1265.69,,-0.81%
2017-10-25,1277.41,1276.85,1280.39,1271.03,,0.05%
2017-10-24,1276.72,1282.01,1284.06,1273.43,,-0.42%
2017-10-23,1282.07,1277.45,1283.66,1272.24,,0.11%
2017-10-20,1280.72,1289.57,1291.47,1277.88,,-0.70%
2017-10-19,1289.79,1281.25,1290.69,1276.61,,0.67%
2017-10-18,1281.17,1285.18,1289.08,1277.13,,-0.31%
2017-10-17,1285.19,1295.32,1296.66,1281.69,,-0.74%
2017-10-16,1294.74,1303.88,1306.80,1291.01,,-0.78%
2017-10-13,1304.88,1293.73,1304.88,1291.04,,0.87%
2017-10-12,1293.60,1292.01,1297.60,1289.47,,0.14%
2017-10-11,1291.80,1287.91,1293.56,1284.12,,0.31%
2017-10-10,1287.85,1284.35,1294.63,1282.29,,0.29%
2017-10-09,1284.10,1275.45,1285.50,1275.21,,0.63%
2017-10-06,1276.03,1269.09,1277.18,1260.89,,0.63%
2017-10-05,1268.05,1275.16,1279.42,1266.90,,-0.52%
2017-10-04,1274.69,1271.64,1282.42,1270.85,,0.23%
2017-10-03,1271.75,1270.71,1274.71,1267.91,,0.05%
2017-10-02,1271.12,1279.50,1279.61,1270.45,,-0.65%
2017-09-29,1279.45,1286.91,1290.47,1278.24,,-0.61%
2017-09-28,1287.30,1281.11,1289.00,1277.64,,0.48%
2017-09-27,1281.12,1293.61,1296.54,1281.12,,-0.99%
2017-09-26,1293.89,1309.90,1313.92,1293.04,,-1.27%
2017-09-25,1310.55,1297.67,1311.90,1290.63,,1.02%
2017-09-22,1297.38,1291.30,1299.14,1291.30,,0.46%
2017-09-21,1291.39,1301.02,1302.07,1287.99,,-0.75%
2017-09-20,1301.15,1310.94,1316.25,1295.96,,-0.77%
2017-09-19,1311.28,1307.30,1311.78,1304.98,,0.28%
2017-09-18,1307.57,1320.50,1320.50,1305.03,,-0.91%
2017-09-15,1319.62,1329.83,1334.76,1319.62,,-0.77%
2017-09-14,1329.83,1323.56,1330.69,1316.11,,0.50%
2017-09-13,1323.25,1331.95,1335.05,1320.91,,-0.65%
2017-09-12,1331.94,1327.86,1332.43,1322.55,,0.35%
2017-09-11,1327.32,1337.45,1340.36,1326.36,,-1.44%
2017-09-08,1346.71,1348.83,1357.94,1343.00,,-0.18%
2017-09-07,1349.20,1334.27,1350.27,1332.60,,1.13%
2017-09-06,1334.14,1339.55,1342.84,1331.66,,-0.39%
2017-09-05,1339.33,1335.07,1345.18,1327.96,,0.35%
2017-09-04,1334.67,1334.38,1339.85,1331.92,,0.73%
2017-09-01,1324.97,1321.80,1329.20,1316.65,,0.22%
2017-08-31,1322.07,1308.80,1324.11,1300.82,,1.02%
2017-08-30,1308.76,1309.26,1313.87,1305.26,,-0.06%
2017-08-29,1309.50,1317.75,1326.14,1304.93,,-0.08%
2017-08-28,1310.49,1292.76,1312.99,1292.49,,1.50%
2017-08-25,1291.15,1285.91,1294.14,1278.66,,0.37%
2017-08-24,1286.33,1289.98,1291.30,1284.55,,-0.33%
2017-08-23,1290.62,1285.56,1292.03,1283.09,,0.46%
2017-08-22,1284.72,1291.18,1292.69,1282.11,,-0.50%
2017-08-21,1291.22,1283.60,1293.58,1280.60,,0.52%
2017-08-18,1284.50,1288.20,1301.20,1283.64,,-0.27%
2017-08-17,1288.01,1283.61,1290.47,1282.20,,0.38%
2017-08-16,1283.10,1271.87,1284.29,1268.19,,0.86%
2017-08-15,1272.13,1282.36,1282.77,1267.98,,-0.77%
2017-08-14,1281.95,1289.09,1289.82,1278.12,,-0.56%
2017-08-11,1289.21,1286.45,1292.26,1281.55,,0.18%
2017-08-10,1286.90,1277.56,1288.63,1274.85,,0.73%
2017-08-09,1277.55,1261.41,1279.06,1260.96,,1.34%
2017-08-08,1260.64,1257.61,1265.70,1251.41,,0.23%
2017-08-07,1257.69,1259.03,1260.38,1255.68,,-0.07%
2017-08-04,1258.60,1269.01,1270.94,1254.75,,-0.79%
2017-08-03,1268.65,1266.46,1271.37,1258.70,,0.15%
2017-08-02,1266.70,1268.80,1273.34,1263.18,,-0.19%
2017-08-01,1269.05,1268.80,1274.47,1264.05,,-0.04%
2017-07-31,1269.55,1270.16,1271.48,1265.93,,0.02%
2017-07-28,1269.25,1259.36,1271.34,1257.45,,0.81%
2017-07-27,1259.00,1260.50,1265.49,1254.52,,-0.17%
2017-07-26,1261.10,1250.00,1263.92,1243.91,,0.96%
2017-07-25,1249.05,1254.77,1258.18,1249.01,,-0.49%
2017-07-24,1255.24,1255.66,1259.18,1251.78,,0.03%
2017-07-21,1254.90,1244.16,1256.30,1243.35,,0.82%
2017-07-20,1244.74,1241.03,1247.98,1235.24,,0.31%
2017-07-19,1240.87,1242.58,1244.48,1236.05,,-0.13%
2017-07-18,1242.46,1233.84,1245.06,1233.01,,0.65%
2017-07-17,1234.40,1228.60,1236.44,1228.30,,0.44%
2017-07-14,1228.98,1216.63,1233.16,1214.95,,0.95%
2017-07-13,1217.45,1220.21,1224.92,1216.63,,-0.21%
2017-07-12,1220.00,1217.95,1226.10,1214.51,,0.19%
2017-07-11,1217.69,1214.59,1217.79,1207.89,,0.28%
2017-07-10,1214.35,1213.70,1215.60,1204.85,,0.12%
2017-07-07,1212.90,1224.39,1227.20,1207.25,,-1.00%
2017-07-06,1225.15,1227.06,1229.57,1222.56,,-0.15%
2017-07-05,1226.95,1223.55,1229.34,1217.64,,0.24%
2017-07-04,1223.97,1221.94,1226.74,1220.69,,0.29%
2017-07-03,1220.46,1241.46,1242.83,1218.41,,-1.70%
2017-06-30,1241.60,1244.82,1248.59,1239.70,,-0.33%
2017-06-29,1245.74,1249.18,1253.71,1239.66,,-0.29%
2017-06-28,1249.32,1247.37,1255.11,1247.37,,0.18%
2017-06-27,1247.10,1243.65,1253.13,1241.12,,0.21%
2017-06-26,1244.45,1258.13,1258.54,1236.96,,-0.99%
2017-06-23,1256.90,1250.00,1259.31,1249.74,,0.50%
2017-06-22,1250.62,1245.55,1255.05,1245.55,,0.33%
2017-06-21,1246.55,1243.16,1248.31,1241.25,,0.27%
2017-06-20,1243.19,1244.04,1248.38,1241.38,,0.00%
2017-06-19,1243.25,1254.00,1256.12,1243.22,,-0.83%
2017-06-16,1253.63,1254.36,1257.63,1251.55,,-0.03%
2017-06-15,1254.00,1260.70,1267.04,1251.68,,-0.57%
2017-06-14,1261.18,1266.28,1279.87,1257.15,,-0.37%
2017-06-13,1265.85,1264.75,1269.42,1259.66,,0.01%
2017-06-12,1265.74,1267.42,1271.01,1263.95,,-0.05%
2017-06-09,1266.40,1279.29,1281.30,1264.74,,-0.98%
2017-06-08,1278.90,1287.45,1289.34,1271.49,,-0.62%
2017-06-07,1286.91,1294.39,1295.28,1283.00,,-0.55%
2017-06-06,1294.00,1280.26,1296.47,1279.44,,1.10%
2017-06-05,1279.95,1279.34,1283.77,1278.00,,0.00%
2017-06-02,1279.98,1266.11,1279.98,1259.00,,1.13%
2017-06-01,1265.64,1268.89,1270.72,1261.49,,-0.23%
2017-05-31,1268.59,1263.05,1274.24,1259.26,,0.43%
2017-05-30,1263.10,1267.24,1270.86,1259.39,,-0.31%
2017-05-29,1266.97,1267.47,1269.12,1265.12,,-0.01%
2017-05-26,1267.05,1255.60,1269.88,1252.88,,0.90%
2017-05-25,1255.76,1258.49,1260.08,1253.89,,-0.22%
2017-05-24,1258.55,1251.26,1259.37,1247.70,,0.59%
2017-05-23,1251.16,1260.13,1264.18,1250.46,,-0.74%
2017-05-22,1260.46,1256.10,1263.00,1251.61,,0.39%
2017-05-19,1255.55,1246.67,1256.98,1246.61,,0.68%
2017-05-18,1247.05,1261.56,1265.54,1245.90,,-1.09%
2017-05-17,1260.74,1237.31,1261.55,1236.30,,1.94%
2017-05-16,1236.80,1231.46,1239.50,1230.51,,0.49%
2017-05-15,1230.71,1228.40,1237.76,1227.20,,0.15%
2017-05-12,1228.83,1225.41,1232.26,1224.55,,0.32%
2017-05-11,1224.85,1218.74,1228.20,1217.81,,0.47%
2017-05-10,1219.15,1221.42,1226.15,1217.49,,-0.18%
2017-05-09,1221.30,1226.12,1229.01,1214.21,,-0.41%
2017-05-08,1226.30,1225.67,1237.10,1225.36,,-0.12%
2017-05-05,1227.74,1227.93,1235.79,1225.83,,0.00%
2017-05-04,1227.75,1238.66,1241.77,1225.70,,-0.86%
2017-05-03,1238.38,1256.71,1257.29,1236.41,,-1.47%
2017-05-02,1256.90,1256.51,1257.89,1251.48,,0.01%
2017-05-01,1256.80,1268.60,1271.60,1254.16,,-0.90%
2017-04-28,1268.15,1264.26,1269.08,1263.30,,0.28%
2017-04-27,1264.60,1268.80,1270.53,1261.61,,-0.35%
2017-04-26,1269.05,1264.41,1271.10,1260.30,,0.42%
2017-04-25,1263.76,1276.96,1278.57,1261.81,,-0.90%
2017-04-24,1275.30,1269.88,1277.48,1266.01,,-0.72%
2017-04-21,1284.50,1281.96,1288.67,1278.43,,0.21%
2017-04-20,1281.85,1280.06,1283.79,1276.74,,0.17%
2017-04-19,1279.66,1290.21,1291.51,1276.48,,-0.77%
2017-04-18,1289.64,1284.94,1292.70,1279.40,,0.38%
2017-04-17,1284.80,1292.96,1295.92,1281.61,,-0.07%
2017-04-14,1285.69,1287.35,1288.75,1285.31,,-0.16%
2017-04-13,1287.74,1285.54,1289.03,1281.74,,0.09%
2017-04-12,1286.60,1274.51,1287.29,1272.42,,0.95%
2017-04-11,1274.44,1255.23,1275.55,1253.29,,1.57%
2017-04-10,1254.73,1254.26,1257.70,1247.50,,0.05%
2017-04-07,1254.05,1252.11,1270.96,1250.80,,0.18%
2017-04-06,1251.80,1256.40,1259.46,1249.85,,-0.28%
2017-04-05,1255.30,1255.73,1257.78,1243.85,,-0.07%
2017-04-04,1256.22,1255.46,1261.90,1254.46,,0.23%
2017-04-03,1253.35,1248.40,1254.20,1244.55,,0.34%
2017-03-31,1249.13,1242.83,1251.11,1240.05,,0.47%
2017-03-30,1243.30,1253.10,1254.20,1242.61,,-0.73%
2017-03-29,1252.45,1251.64,1255.16,1247.25,,0.07%
2017-03-28,1251.63,1253.82,1258.46,1247.52,,-0.21%
2017-03-27,1254.30,1248.01,1261.53,1247.69,,0.81%
2017-03-24,1244.17,1244.88,1252.28,1240.72,,-0.09%
2017-03-23,1245.30,1248.86,1253.62,1242.84,,-0.32%
2017-03-22,1249.35,1244.15,1251.76,1243.89,,0.35%
2017-03-21,1245.00,1233.78,1248.10,1226.82,,0.90%
2017-03-20,1233.90,1229.79,1236.25,1229.51,,0.39%
2017-03-17,1229.15,1227.31,1232.45,1225.06,,0.19%
2017-03-16,1226.78,1219.03,1233.51,1217.83,,0.61%
2017-03-15,1219.40,1199.11,1222.66,1197.93,,1.69%
2017-03-14,1199.08,1204.25,1208.38,1197.54,,-0.41%
2017-03-13,1204.05,1205.43,1211.66,1202.47,,-0.04%
2017-03-10,1204.55,1200.80,1206.43,1194.62,,0.31%
2017-03-09,1200.83,1207.63,1209.17,1199.12,,-0.56%
2017-03-08,1207.58,1215.65,1218.68,1206.13,,-0.67%
2017-03-07,1215.67,1225.62,1227.25,1213.67,,-0.84%
2017-03-06,1225.96,1232.81,1237.17,1224.65,,-0.68%
2017-03-03,1234.30,1234.80,1236.28,1222.59,,-0.08%
2017-03-02,1235.30,1249.44,1250.36,1231.16,,-1.09%
2017-03-01,1248.94,1248.57,1250.68,1236.53,,0.03%
2017-02-28,1248.59,1252.48,1258.37,1247.48,,-0.33%
2017-02-27,1252.76,1257.41,1263.88,1250.48,,-0.33%
2017-02-24,1256.94,1249.52,1260.48,1247.54,,0.60%
2017-02-23,1249.41,1237.79,1251.21,1235.20,,0.95%
2017-02-22,1237.69,1236.22,1240.72,1231.62,,0.14%
2017-02-21,1235.97,1237.03,1238.92,1225.80,,-0.19%
2017-02-20,1238.38,1235.20,1239.29,1232.62,,0.25%
2017-02-17,1235.29,1239.25,1243.84,1234.52,,-0.31%
2017-02-16,1239.14,1233.34,1242.71,1232.04,,0.50%
2017-02-15,1232.94,1228.89,1233.61,1216.80,,0.35%
2017-02-14,1228.61,1225.74,1234.87,1221.75,,0.26%
2017-02-13,1225.44,1231.84,1232.65,1219.37,,-0.70%
2017-02-10,1234.12,1230.62,1237.07,1221.12,,0.26%
2017-02-09,1230.89,1242.48,1244.52,1230.22,,-0.89%
2017-02-08,1241.99,1234.04,1245.06,1230.29,,0.67%
2017-02-07,1233.72,1235.23,1235.86,1227.41,,-0.15%
2017-02-06,1235.59,1219.67,1235.84,1219.01,,1.29%
2017-02-03,1219.88,1215.89,1221.48,1207.18,,0.32%
2017-02-02,1215.93,1209.53,1225.41,1208.26,,0.53%
2017-02-01,1209.49,1210.89,1213.59,1198.12,,-0.09%
2017-01-31,1210.63,1195.38,1215.49,1193.83,,1.28%
2017-01-30,1195.35,1192.85,1199.88,1188.15,,0.31%
2017-01-27,1191.60,1188.78,1192.06,1181.04,,0.25%
2017-01-26,1188.57,1199.93,1202.67,1184.11,,-0.98%
2017-01-25,1200.31,1208.79,1209.84,1192.83,,-0.70%
2017-01-24,1208.81,1217.40,1219.66,1206.02,,-0.71%
2017-01-23,1217.48,1209.43,1219.54,1209.27,,0.62%
2017-01-20,1209.96,1205.16,1215.30,1198.68,,0.40%
2017-01-19,1205.14,1203.92,1206.88,1195.86,,0.12%
2017-01-18,1203.64,1216.56,1217.60,1201.91,,-1.06%
2017-01-17,1216.54,1202.80,1218.72,1202.38,,1.11%
2017-01-16,1203.17,1200.55,1208.23,1198.17,,0.46%
2017-01-13,1197.66,1195.96,1201.20,1187.93,,0.17%
2017-01-12,1195.66,1191.75,1207.07,1191.00,,0.32%
2017-01-11,1191.85,1187.74,1198.79,1177.33,,0.35%
2017-01-10,1187.74,1181.32,1190.57,1179.86,,0.55%
2017-01-09,1181.27,1172.64,1185.91,1171.89,,0.72%
2017-01-06,1172.81,1180.38,1181.49,1170.37,,-0.65%
2017-01-05,1180.48,1163.67,1184.99,1162.38,,1.43%
2017-01-04,1163.80,1159.28,1168.23,1156.35,,0.42%
2017-01-03,1158.91,1150.80,1163.61,1145.77,,0.73%
2017-01-02,1150.52,1150.55,1152.66,1149.66,,-0.12%
2016-12-30,1151.85,1158.68,1163.53,1149.49,,-0.56%
2016-12-29,1158.32,1142.39,1159.58,1140.81,,1.39%
2016-12-28,1142.45,1139.64,1144.84,1136.54,,0.27%
2016-12-27,1139.35,1134.06,1149.48,1131.85,,0.48%
2016-12-26,1133.94,1133.94,1133.94,1133.94,,0.04%
2016-12-23,1133.49,1128.89,1136.12,1128.18,,0.43%
2016-12-22,1128.69,1131.80,1134.17,1127.43,,-0.27%
2016-12-21,1131.80,1132.14,1137.50,1129.29,,-0.04%
2016-12-20,1132.20,1139.34,1140.08,1125.63,,-0.60%
2016-12-19,1139.05,1134.35,1142.70,1134.14,,0.44%
2016-12-16,1134.09,1128.44,1141.28,1126.46,,0.50%
2016-12-15,1128.43,1143.81,1144.50,1122.44,,-1.38%
2016-12-14,1144.25,1158.39,1165.10,1139.47,,-1.22%
2016-12-13,1158.35,1162.45,1165.16,1154.71,,-0.33%
2016-12-12,1162.21,1159.01,1165.85,1151.43,,0.37%
2016-12-09,1157.87,1170.48,1172.22,1156.17,,-1.08%
2016-12-08,1170.55,1173.65,1178.62,1168.88,,-0.29%
2016-12-07,1174.00,1169.64,1180.30,1165.35,,0.36%
2016-12-06,1169.74,1170.18,1175.40,1166.53,,-0.04%
2016-12-05,1170.26,1182.80,1187.79,1157.08,,-0.57%
2016-12-02,1176.92,1171.05,1178.03,1166.20,,0.48%
2016-12-01,1171.30,1173.29,1177.07,1160.77,,-0.15%
2016-11-30,1173.11,1188.72,1195.36,1170.75,,-1.29%
2016-11-29,1188.46,1193.30,1195.06,1180.97,,-0.42%
2016-11-28,1193.44,1183.10,1197.60,1182.96,,0.83%
2016-11-25,1183.63,1184.96,1193.96,1171.96,,-0.03%
2016-11-24,1184.00,1188.11,1191.34,1181.79,,-0.32%
2016-11-23,1187.77,1212.24,1215.05,1181.57,,-2.02%
2016-11-22,1212.24,1214.29,1221.45,1206.24,,-0.15%
2016-11-21,1214.05,1208.10,1218.02,1205.74,,0.44%
2016-11-18,1208.69,1216.39,1218.13,1203.90,,-0.63%
2016-11-17,1216.39,1225.68,1231.80,1211.12,,-0.73%
2016-11-16,1225.30,1228.38,1233.47,1221.60,,-0.23%
2016-11-15,1228.08,1220.24,1231.54,1219.06,,0.64%
2016-11-14,1220.26,1227.91,1231.56,1211.47,,-0.44%
2016-11-11,1225.68,1259.82,1265.50,1219.50,,-2.71%
2016-11-10,1259.76,1277.68,1292.22,1252.28,,-1.43%
2016-11-09,1278.00,1275.45,1337.60,1269.38,,0.19%
2016-11-08,1275.64,1281.66,1290.84,1273.04,,-0.45%
2016-11-07,1281.41,1291.61,1295.90,1277.80,,-1.75%
2016-11-04,1304.25,1302.61,1307.11,1294.65,,0.04%
2016-11-03,1303.75,1297.16,1306.90,1285.51,,0.49%
2016-11-02,1297.39,1287.90,1308.26,1287.50,,0.72%
2016-11-01,1288.15,1277.17,1292.21,1275.55,,0.84%
2016-10-31,1277.38,1278.01,1279.64,1270.89,,0.08%
2016-10-28,1276.30,1268.39,1284.53,1262.42,,0.63%
2016-10-27,1268.30,1267.15,1273.17,1265.40,,0.10%
2016-10-26,1266.99,1273.30,1276.89,1264.58,,-0.58%
2016-10-25,1274.35,1265.67,1277.17,1262.40,,0.78%
2016-10-24,1264.44,1266.21,1272.25,1260.75,,-0.18%
2016-10-21,1266.75,1266.10,1268.43,1261.20,,0.06%
2016-10-20,1266.00,1269.55,1274.02,1264.55,,-0.27%
2016-10-19,1269.40,1262.63,1273.84,1260.24,,0.52%
2016-10-18,1262.84,1256.60,1265.38,1254.90,,0.57%
2016-10-17,1255.70,1250.25,1257.67,1250.25,,0.41%
2016-10-14,1250.55,1258.79,1259.65,1247.51,,-0.60%
2016-10-13,1258.12,1256.14,1262.41,1253.53,,0.22%
2016-10-12,1255.33,1253.45,1259.26,1250.31,,0.17%
2016-10-11,1253.25,1259.06,1262.66,1252.60,,-0.52%
2016-10-10,1259.74,1257.47,1265.35,1256.59,,0.22%
2016-10-07,1256.97,1255.34,1265.74,1241.68,,0.18%
2016-10-06,1254.74,1267.73,1269.94,1250.20,,-0.94%
2016-10-05,1266.70,1269.41,1277.51,1262.12,,-0.13%
2016-10-04,1268.30,1312.18,1313.52,1266.81,,-3.33%
2016-10-03,1311.96,1318.24,1320.11,1309.58,,-0.30%
2016-09-30,1315.96,1320.56,1328.23,1312.83,,-0.33%
2016-09-29,1320.27,1322.08,1326.02,1315.89,,-0.09%
2016-09-28,1321.41,1326.90,1327.74,1317.89,,-0.45%
2016-09-27,1327.36,1337.77,1339.78,1324.81,,-0.79%
2016-09-26,1337.97,1337.07,1342.46,1332.56,,0.03%
2016-09-23,1337.61,1337.69,1341.06,1333.59,,0.02%
2016-09-22,1337.30,1335.12,1344.27,1331.56,,0.03%
2016-09-21,1336.85,1315.10,1337.22,1308.60,,1.65%
2016-09-20,1315.10,1312.80,1318.50,1312.31,,0.13%
2016-09-19,1313.39,1310.77,1318.32,1309.27,,0.23%
2016-09-16,1310.43,1313.91,1318.43,1306.62,,-0.29%
2016-09-15,1314.25,1322.72,1327.53,1309.70,,-0.66%
2016-09-14,1322.97,1318.88,1326.26,1316.13,,0.30%
2016-09-13,1319.05,1327.99,1332.64,1315.72,,-0.65%
2016-09-12,1327.63,1328.29,1330.68,1320.79,,-0.04%
2016-09-09,1328.15,1338.41,1340.03,1327.70,,-0.76%
2016-09-08,1338.35,1345.11,1349.78,1335.54,,-0.51%
2016-09-07,1345.24,1348.67,1353.01,1342.74,,-0.34%
2016-09-06,1349.88,1325.37,1352.16,1324.77,,1.72%
2016-09-05,1327.08,1324.42,1329.32,1322.31,,0.16%
2016-09-02,1325.01,1314.13,1329.09,1309.51,,0.85%
2016-09-01,1313.79,1309.12,1315.38,1302.23,,0.37%
